data_asin,title,price,original_price,rating,link
B0CVCG2VPK,"ASUS Dual NVIDIA GeForce RTX 3050 6GB OC Edition Gaming Graphics Card - PCIe 4.0, 6GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-Slot Design, Axial-tech Fan Design, 0dB Technology, Steel Bracket","23,400","47,500",39,https://www.amazon.in/ASUS-NVIDIA-GeForce-Gaming-Graphics/dp/B0CVCG2VPK/ref=sr_1_74?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-74
B0CRW19Z5D,ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity GDDR6X Black Edition 256bit PCIe 4 Graphics Card with 2625Mhz Boost Clock & (2 Years Warranty + 3 Years Extended Warranty),"82,530","1,33,940",13,https://www.amazon.in/GeForce-Trinity-Graphics-Warranty-Extended/dp/B0CRW19Z5D/ref=sr_1_75?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-75
B0716ZH99H,ASUS Republic of Gamers Strix Radeon Rx 560 16Cu 4Gb Gaming Gddr5 Hdmi Dvi AMD Pci_e Graphics Card (Rog-Strix-Rx560-4G-Gaming),"9,250","15,000",94,https://www.amazon.in/Strix-Radeon-Gaming-Graphics-ROG-STRIX-RX560-4G-GAMING/dp/B0716ZH99H/ref=sr_1_76?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-76
B0C5BQ1HM6,"GIGABYTE Geforce RTX 4060 Ti Eagle 8G Graphics Card,3X Windforce Fans,8Gb 128-Bit Gddr6,Gv-N406Teagle-8Gd Video Card,pci_e_x16","40,500","1,43,550",205,https://www.amazon.in/GIGABYTE-Graphics-Windforce-Gv-N406Teagle-8Gd-pci_e_x16/dp/B0C5BQ1HM6/ref=sr_1_77?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-77
B09RQW9656,"Galax GeForce RTX 3050 EX (1-Click OC) 8GB GDDR6 128-bit DP*3/HDMI, (35NSL8MD6YEX)","23,597","65,000",325,https://www.amazon.in/Galax-GeForce-1-Click-128-bit-35NSL8MD6YEX/dp/B09RQW9656/ref=sr_1_78?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-78
B0C8K441T1,"GIGABYTE Geforce RTX 4060 Eagle Oc 8G Graphics Card, 3X Windforce Fans, 8Gb 128-Bit Gddr6, Gv-N4060Eagle Oc-8Gd Video Card, pci_e_x16","32,849","92,000",275,https://www.amazon.in/GIGABYTE-Graphics-Windforce-Gv-N4060Eagle-pci_e_x16/dp/B0C8K441T1/ref=sr_1_79?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-79
B09831RB76,ASUS pci_e_x16 Dual GeForce RTX?¢ 3060 Ti V2 Mini OC Edition 8GB GDDR6 PCIe 4.0 Graphic Card,"74,990","1,10,800",121,https://www.amazon.in/ASUS-GeForce-RTXTM-GDDR6-Graphic/dp/B09831RB76/ref=sr_1_80?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.9gnq2tCfHCpktKsFSJRoWMzYYOnUvf05TTZGYAXzdV1LaPi3UajUhbzzfwDcNWqX8sR06-t5el6ML1JxkkhB3nwJ78CLMOFJE4pkbemBCApsLeUVJR1WSvn3k8v_4niiijBfYfodgyjRT7MWjPLU0f3KIkYpbiJacx4GW0FsewUUoyvkUZEJaH167cEtFdGBcPF0TorviXzMwSrLufvb3_Plf3GaScebQqJwG6YQv88.d4QGuis5JadkK7-WEVPHMaiQu_9oQ90XCyctCeXJI50&dib_tag=se&keywords=rtx+3060&qid=1717861618&sprefix=rtx%2Caps%2C280&sr=8-80
B0BVFRQNWL,BestParts New Fan for Graphics Card Video Card Compatible with MSI RTX 3060 3070 3080 3090 /RX 6800 6900,"8,398","11,999",1,https://www.amazon.in/BestParts-Graphics-Card-Video-Compatible/dp/B0BVFRQNWL/ref=sr_1_81?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-81
B09GPQVK1G,"ASUS Dual Radeon RX 6600 8 GB GDDR6 RAM PCIe 4.0 Dual Fans Desktop Graphic Card, pci_e_x16","20,849","55,000",470,https://www.amazon.in/ASUS-RadeonTM-GDDR6-Desktop-Graphic/dp/B09GPQVK1G/ref=sr_1_82?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-82
B09TYWHQV8,"Zotac Gaming GeForce RTX 3050 AMP GDDR6 8GB 128bit Graphics Card with IceStorm 2.0 Cooling, Spectra 2.0 RGB Lighting & 5 Years Warranty (3 Years Warranty + 2 Years Extended Warranty)","28,299","60,865",5,https://www.amazon.in/Zotac-Gaming-GEFORCE-GDDR6-Medium/dp/B09TYWHQV8/ref=sr_1_83?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-83
B097J7GBF2,Zotac 3060 ti Twin Edge LHR Version 8GB pci_e_x16 gddr3 Graphics Card Authorized Seller-Nesh Computers,"43,990","71,225",147,https://www.amazon.in/Zotac-Graphics-Authorized-Seller-Nesh-Computers/dp/B097J7GBF2/ref=sr_1_84?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-84
B0CMV24NQJ,INNO3D NVIDIA GEFORCE RTX 3050 Twin X2 8GB GDDR6 128-bit PCI-E 4.0 Gaming Graphics Card - N30502-08D6-1711VA41,"22,029","50,999",105,https://www.amazon.in/INNO3D-NVIDIA-GEFORCE-128-bit-Graphics/dp/B0CMV24NQJ/ref=sr_1_85?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-85
B09QMG6FZX,ASUS pci_e_x4 Dual GeForce RTX 3050 OC Edition 8GB GDDR6 RAM Graphics Card 128 bit 2560 CUDA Cores PCIE 4.0 3 Years_Warranty High End Gaming Mining Editing,"28,299","66,400",594,https://www.amazon.in/ASUS-GeForce-Graphics-Warranty-Editing/dp/B09QMG6FZX/ref=sr_1_86?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-86
B0CP21X1YH,MSI Geforce RTX 4060 Gaming X 8G MLG 8Gb Gddr6 128-Bit Gaming Graphic Card - Pci_E_X16,"35,899","61,999",2,https://www.amazon.in/MSI-Geforce-Gaming-128-Bit-Graphic/dp/B0CP21X1YH/ref=sr_1_87?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-87
B09CBS8ZF3,"ASUS Phoenix NVIDIA GeForce RTX 3060 V2 Gaming Graphics Card- PCIe 4.0, 12GB GDDR6 memory, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, Protective Backplate, Dual ball fan bearings, Auto-Extreme",No price,No ORIGINAL PRICE,301,https://www.amazon.in/ASUS-DisplayPort-Axial-tech-Protective-Auto-Extreme/dp/B09CBS8ZF3/ref=sr_1_88?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-88
B09G28X1WJ,Rakstore PLD09210B12HH Graphics Card Cooling Fan for MSI RTX 3060 3070 3070Ti 3080 3080Ti 3090 Gaming Trio Quiet Cooler Fan,"9,145","13,069",No Rating,https://www.amazon.in/Rakstore-PLD09210B12HH-Graphics-Cooling-3070Ti/dp/B09G28X1WJ/ref=sr_1_89?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-89
B0C86JLW2R,ZOTAC Gaming Geforce RTX 4060 Solo 8Gb Gddr6 128Bit Pcie 4.0 Graphics Card with 2460Mhz Boost Clock & 5 Years Warranty (3 Years Warranty + 2 Years Extended Warranty) - Pci_E_X4,"31,999","49,210",19,https://www.amazon.in/Zotac-GeForce-Graphics-Warranty-Extended/dp/B0C86JLW2R/ref=sr_1_90?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-90
B093Z4TMHP,"GIGABYTE Gv-N166Sd6-6Gd,pci_e_x16,gddr6,6 GB","21,140","35,999",69,https://www.amazon.in/GIGABYTE-Gv-N166Sd6-6Gd-pci_e_x16-gddr6-GB/dp/B093Z4TMHP/ref=sr_1_91?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-91
B0B71BB771,"INNO3D Geforce RTX 3050 Twin X2 8Gb Gddr6 Pci-E 4.0 X4 Gaming Graphic Card -N30502-08D6-1190Va42,pci_e_x4","23,639","50,999",105,https://www.amazon.in/INNO3D-pci_e_x4-GEFORCE-Graphics-N30502-08D6-1190VA42/dp/B0B71BB771/ref=sr_1_92?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-92
B09ZPVF2KB,"ASRock AMD Radeon Rx 6750 Xt Challenger Pro 12Gb Oc - Pci_E_X16, Gddr6","36,999","55,000",31,https://www.amazon.in/ASRock-RadeonTM-6750-Challenger-12GB/dp/B09ZPVF2KB/ref=sr_1_93?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-93
B0C7CW4QZZ,"ZOTAC Gaming GEFORCE RTX 4070 Twin Edge 12GB GDDR6X, 192bit, 2490/21000, HDCP, Three DP, HDMI, Medium Pack & 5 Years Warranty (3 Years Warranty + 2 Years Extended Warranty)","53,300","89,540",27,https://www.amazon.in/Gaming-GEFORCE-GDDR6X-192bit-Medium/dp/B0C7CW4QZZ/ref=sr_1_94?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-94
B0BRYR7QPV,ASUS RADEON RX 6600 DUAL-RX6600-8G-V2 8GB GDDR5 128bit 2491Mhz OC HDMI 3xDP Graphics Card,"20,849","62,000",138,https://www.amazon.in/ASUS-RADEON-DUAL-RX6600-8G-V2-2491Mhz-Graphics/dp/B0BRYR7QPV/ref=sr_1_95?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-95
B08X12YK8G,PNY GeForce RTX 3060 12GB XLR8 Gaming Revel Epic-X RGB Single Fan Graphics Card,"61,930","89,798",155,https://www.amazon.in/PNY-GeForce-Gaming-Epic-X-Graphics/dp/B08X12YK8G/ref=sr_1_96?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.VcEj00aZGhlzOQeo_g2EWo7l0p4I743lb7gDIuKJsxKyvIkQOaLCtBx-g35mJ7cawydYYX9Oovav9QE-Myx6vclgc8F8jZOU8NsdF81Nf05nK0t26UcxKMLJRf8WHVdAJDAAHY0DeQrAJwj3WHbn90H6CANIxfZ26q5NaR_gOxV2QS66RqHazE1NRmpR3fFWrLYepjX_xoepnkM3_ytED2O2sz2nwcCNLaKiMKFI-ys.UoqF1uth9VNOR4AMdVcREbbhbY2sdldiuy8nYs10c_M&dib_tag=se&keywords=rtx+3060&qid=1717861627&sprefix=rtx%2Caps%2C280&sr=8-96
B0B6B9366G,inRobert 90mm Ball Bearing Graphics Card Fan Replacement for MSI RTX 3060 3070 3080 Ti 3090 Gaming X Trio GPU PLD09210B12HH (3),"6,644.00",No ORIGINAL PRICE,2,https://www.amazon.in/inRobert-Bearing-Graphics-Replacement-PLD09210B12HH/dp/B0B6B9366G/ref=sr_1_97?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.3mETGxHZKV3U5_o7z4cpP7oYET3bjlsAz3Ne4Vxuc8gxryAWlvTKx-eRDcjkAKR0J15oUbW80N2UZaM7ckuAb2PDRJySCw49ejKcIEoxyq9bQjHDB_lun0-dDEwZmzxcYNuAd4JADpXzl883-V1mRzdvgpXkhbXwWjWOxDUIqw7xF3Ry7RLehdbaszFKuBosB5MbBW5EzyGWVU6pN0tbQUIrJ28lfGmhYqy7N8G-nw8.IxRdEJI4lQCrsGSdAWMVgppSSMSySjLNHFR-Jje41Oo&dib_tag=se&keywords=rtx+3060&qid=1717861637&sprefix=rtx%2Caps%2C280&sr=8-97
B09Y574QTV,"Coolerage 90MM 4Pin Graphics Cards Fans for MSI GeForce RTX 3060 3070 3080 3090 3060Ti 3070TI Gaming X Trio, GUP Fans for MSI Radeon RX 6800 6900 XT Gaming X Trio Video Card (Original 3Pcs-Lot)","8,472",No ORIGINAL PRICE,4,https://www.amazon.in/Coolerage-Graphics-GeForce-Original-3Pcs-Lot/dp/B09Y574QTV/ref=sr_1_98?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.3mETGxHZKV3U5_o7z4cpP7oYET3bjlsAz3Ne4Vxuc8gxryAWlvTKx-eRDcjkAKR0J15oUbW80N2UZaM7ckuAb2PDRJySCw49ejKcIEoxyq9bQjHDB_lun0-dDEwZmzxcYNuAd4JADpXzl883-V1mRzdvgpXkhbXwWjWOxDUIqw7xF3Ry7RLehdbaszFKuBosB5MbBW5EzyGWVU6pN0tbQUIrJ28lfGmhYqy7N8G-nw8.IxRdEJI4lQCrsGSdAWMVgppSSMSySjLNHFR-Jje41Oo&dib_tag=se&keywords=rtx+3060&qid=1717861637&sprefix=rtx%2Caps%2C280&sr=8-98
B0B8281TCN,Coolerage 87mm 4Pin T129215SU Graphics Card Fans Replacement for GeForce RTX 3060 3060 Ti V2 Mini GPU Fans,"3,517",No ORIGINAL PRICE,No Rating,https://www.amazon.in/Coolerage-T129215SU-Graphics-Replacement-GeForce/dp/B0B8281TCN/ref=sr_1_99?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.3mETGxHZKV3U5_o7z4cpP7oYET3bjlsAz3Ne4Vxuc8gxryAWlvTKx-eRDcjkAKR0J15oUbW80N2UZaM7ckuAb2PDRJySCw49ejKcIEoxyq9bQjHDB_lun0-dDEwZmzxcYNuAd4JADpXzl883-V1mRzdvgpXkhbXwWjWOxDUIqw7xF3Ry7RLehdbaszFKuBosB5MbBW5EzyGWVU6pN0tbQUIrJ28lfGmhYqy7N8G-nw8.IxRdEJI4lQCrsGSdAWMVgppSSMSySjLNHFR-Jje41Oo&dib_tag=se&keywords=rtx+3060&qid=1717861637&sprefix=rtx%2Caps%2C280&sr=8-99
B0C5B4XNWR,"MSI Gaming Geforce RTX 4060 Ti 8Gb Gdrr6 128-Bit Hdmi/Dp Nvlink Torx Fan 4.0 Ada Lovelace Architecture Graphics Card (RTX 4060 Ti Ventus 2X Black 8G Oc) - Pci_E, DDR_Sdram","40,899","50,000",250,https://www.amazon.in/MSI-GeForce-Lovelace-Architecture-Graphics/dp/B0C5B4XNWR/ref=sr_1_100?crid=SH3BJG6FJPPG&dib=eyJ2IjoiMSJ9.3mETGxHZKV3U5_o7z4cpP7oYET3bjlsAz3Ne4Vxuc8gxryAWlvTKx-eRDcjkAKR0J15oUbW80N2UZaM7ckuAb2PDRJySCw49ejKcIEoxyq9bQjHDB_lun0-dDEwZmzxcYNuAd4JADpXzl883-V1mRzdvgpXkhbXwWjWOxDUIqw7xF3Ry7RLehdbaszFKuBosB5MbBW5EzyGWVU6pN0tbQUIrJ28lfGmhYqy7N8G-nw8.IxRdEJI4lQCrsGSdAWMVgppSSMSySjLNHFR-Jje41Oo&dib_tag=se&keywords=rtx+3060&qid=1717861637&sprefix=rtx%2Caps%2C280&sr=8-100
